1900-01	小寒 大寒 	放假 1 31 	
1920-12	大雪 冬至 		
1921-01	小寒 大寒 	放假 1 	
1921-02	立春 雨水 	放假 8 9 10 	
1921-03	惊蛰 春分 		
1921-04	清明 谷雨 		
1921-05	立夏 小满 	放假 1 2 	
1921-06	芒种 夏至 	放假 10 	
1921-07	小暑 大暑 		
1921-08	立秋 处暑 		
1921-09	白露 秋分 	放假 16 	
1921-10	寒露 霜降 	放假 1 2 3 	
1921-11	立冬 小雪 		
1921-12	大雪 冬至 		
1922-01	小寒 大寒 	放假 1 28 29 30 	
1922-02	立春 雨水 		
1922-03	惊蛰 春分 		
1922-04	清明 谷雨 		
1922-05	立夏 小满 	放假 1 2 31 	
1922-06	芒种 夏至 	放假 29 	
1922-07	小暑 大暑 		
1922-08	立秋 处暑 		
1922-09	白露 秋分 		
1922-10	寒露 霜降 	放假 1 2 3 5 	
1922-11	立冬 小雪 		
1922-12	大雪 冬至 		
1923-01	小寒 大寒 	放假 1 	
1923-02	立春 雨水 	放假 16 17 18 	
1923-03	惊蛰 春分 		
1923-04	清明 谷雨 		
1923-05	立夏 小满 	放假 1 2 	
1923-06	芒种 夏至 	放假 18 	
1923-07	小暑 大暑 		
1923-08	立秋 处暑 		
1923-09	白露 秋分 	放假 25 	
1923-10	寒露 霜降 	放假 1 2 3 	
1923-11	立冬 小雪 		
1923-12	大雪 冬至 		
1924-01	小寒 大寒 	放假 1 	
1924-02	立春 雨水 	放假 5 6 7 	
1924-03	惊蛰 春分 		
1924-04	清明 谷雨 		
1924-05	立夏 小满 	放假 1 2 	
1924-06	芒种 夏至 	放假 6 	
1924-07	小暑 大暑 		
1924-08	立秋 处暑 		
1924-09	白露 秋分 	放假 13 	
1924-10	寒露 霜降 	放假 1 2 3 	
1924-11	立冬 小雪 		
1924-12	大雪 冬至 		
1925-01	小寒 大寒 	放假 1 24 25 26 	
1925-02	立春 雨水 		
1925-03	惊蛰 春分 		
1925-04	清明 谷雨 		
1925-05	立夏 小满 	放假 1 2 	
1925-06	芒种 夏至 	放假 25 	
1925-07	小暑 大暑 		
1925-08	立秋 处暑 		
1925-09	白露 秋分 		
1925-10	寒露 霜降 	放假 1 2 3 	
1925-11	立冬 小雪 		
1925-12	大雪 冬至 		
1926-01	小寒 大寒 	放假 1 	
1926-02	立春 雨水 	放假 13 14 15 	
1926-03	惊蛰 春分 		
1926-04	清明 谷雨 		
1926-05	立夏 小满 	放假 1 2 	
1926-06	芒种 夏至 	放假 14 	
1926-07	小暑 大暑 		
1926-08	立秋 处暑 		
1926-09	白露 秋分 	放假 21 	
1926-10	寒露 霜降 	放假 1 2 3 	
1926-11	立冬 小雪 		
1926-12	大雪 冬至 		
1927-01	小寒 大寒 	放假 1 	
1927-02	立春 雨水 	放假 2 3 4 	
1927-03	惊蛰 春分 		
1927-04	清明 谷雨 		
1927-05	立夏 小满 	放假 1 2 	
1927-06	芒种 夏至 	放假 4 	
1927-07	小暑 大暑 		
1927-08	立秋 处暑 		
1927-09	白露 秋分 	放假 10 	
1927-10	寒露 霜降 	放假 1 2 3 	
1927-11	立冬 小雪 		
1927-12	大雪 冬至 		
1928-01	小寒 大寒 	放假 1 23 24 25 	
1928-02	立春 雨水 		
1928-03	惊蛰 春分 		
1928-04	清明 谷雨 		
1928-05	立夏 小满 	放假 1 2 	
1928-06	芒种 夏至 	放假 22 	
1928-07	小暑 大暑 		
1928-08	立秋 处暑 		
1928-09	白露 秋分 	放假 28 	
1928-10	寒露 霜降 	放假 1 2 3 	
1928-11	立冬 小雪 		
1928-12	大雪 冬至 		
1929-01	小寒 大寒 	放假 1 	
1929-02	立春 雨水 	放假 10 11 12 	
1929-03	惊蛰 春分 		
1929-04	清明 谷雨 		
1929-05	立夏 小满 	放假 1 2 	
1929-06	芒种 夏至 	放假 11 	
1929-07	小暑 大暑 		
1929-08	立秋 处暑 		
1929-09	白露 秋分 	放假 17 	
1929-10	寒露 霜降 	放假 1 2 3 	
1929-11	立冬 小雪 		
1929-12	大雪 冬至 		
1930-01	小寒 大寒 	放假 1 30 31 	
1930-02	立春 雨水 	放假 1 	
1930-03	惊蛰 春分 		
1930-04	清明 谷雨 		
1930-05	立夏 小满 	放假 1 2 	
1930-06	芒种 夏至 	放假 1 	
1930-07	小暑 大暑 		
1930-08	立秋 处暑 		
1930-09	白露 秋分 		
1930-10	寒露 霜降 	放假 1 2 3 6 	
1930-11	立冬 小雪 		
1930-12	大雪 冬至 		
1931-01	小寒 大寒 	放假 1 	
1931-02	立春 雨水 	放假 17 18 19 	
1931-03	惊蛰 春分 		
1931-04	清明 谷雨 		
1931-05	立夏 小满 	放假 1 2 	
1931-06	芒种 夏至 	放假 20 	
1931-07	小暑 大暑 		
1931-08	立秋 处暑 		
1931-09	白露 秋分 	放假 26 	
1931-10	寒露 霜降 	放假 1 2 3 	
1931-11	立冬 小雪 		
1931-12	大雪 冬至 		
1932-01	小寒 大寒 	放假 1 	
1932-02	立春 雨水 	放假 6 7 8 	
1932-03	惊蛰 春分 		
1932-04	清明 谷雨 		
1932-05	立夏 小满 	放假 1 2 	
1932-06	芒种 夏至 	放假 8 	
1932-07	小暑 大暑 		
1932-08	立秋 处暑 		
1932-09	白露 秋分 	放假 15 	
1932-10	寒露 霜降 	放假 1 2 3 	
1932-11	立冬 小雪 		
1932-12	大雪 冬至 		
1933-01	小寒 大寒 	放假 1 26 27 28 	
1933-02	立春 雨水 		
1933-03	惊蛰 春分 		
1933-04	清明 谷雨 		
1933-05	立夏 小满 	放假 1 2 28 	
1933-06	芒种 夏至 	放假 27 	
1933-07	小暑 大暑 		
1933-08	立秋 处暑 		
1933-09	白露 秋分 		
1933-10	寒露 霜降 	放假 1 2 3 4 	
1933-11	立冬 小雪 		
1933-12	大雪 冬至 		
1934-01	小寒 大寒 	放假 1 	
1934-02	立春 雨水 	放假 14 15 16 	
1934-03	惊蛰 春分 		
1934-04	清明 谷雨 		
1934-05	立夏 小满 	放假 1 2 	
1934-06	芒种 夏至 	放假 16 	
1934-07	小暑 大暑 		
1934-08	立秋 处暑 		
1934-09	白露 秋分 	放假 23 	
1934-10	寒露 霜降 	放假 1 2 3 	
1934-11	立冬 小雪 		
1934-12	大雪 冬至 		
1935-01	小寒 大寒 	放假 1 	
1935-02	立春 雨水 	放假 4 5 6 	
1935-03	惊蛰 春分 		
1935-04	清明 谷雨 		
1935-05	立夏 小满 	放假 1 2 	
1935-06	芒种 夏至 	放假 5 	
1935-07	小暑 大暑 		
1935-08	立秋 处暑 		
1935-09	白露 秋分 	放假 12 	
1935-10	寒露 霜降 	放假 1 2 3 	
1935-11	立冬 小雪 		
1935-12	大雪 冬至 		
1936-01	小寒 大寒 	放假 1 24 25 26 	
1936-02	立春 雨水 		
1936-03	惊蛰 春分 		
1936-04	清明 谷雨 		
1936-05	立夏 小满 	放假 1 2 	
1936-06	芒种 夏至 	放假 23 	
1936-07	小暑 大暑 		
1936-08	立秋 处暑 		
1936-09	白露 秋分 	放假 30 	
1936-10	寒露 霜降 	放假 1 2 3 	
1936-11	立冬 小雪 		
1936-12	大雪 冬至 		
1937-01	小寒 大寒 	放假 1 	
1937-02	立春 雨水 	放假 11 12 13 	
1937-03	惊蛰 春分 		
1937-04	清明 谷雨 		
1937-05	立夏 小满 	放假 1 2 	
1937-06	芒种 夏至 	放假 13 	
1937-07	小暑 大暑 		
1937-08	立秋 处暑 		
1937-09	白露 秋分 	放假 19 	
1937-10	寒露 霜降 	放假 1 2 3 	
1937-11	立冬 小雪 		
1937-12	大雪 冬至 		
1938-01	小寒 大寒 	放假 1 31 	
1938-02	立春 雨水 	放假 1 2 	
1938-03	惊蛰 春分 		
1938-04	清明 谷雨 		
1938-05	立夏 小满 	放假 1 2 	
1938-06	芒种 夏至 	放假 2 	
1938-07	小暑 大暑 		
1938-08	立秋 处暑 		
1938-09	白露 秋分 		
1938-10	寒露 霜降 	放假 1 2 3 8 	
1938-11	立冬 小雪 		
1938-12	大雪 冬至 		
1939-01	小寒 大寒 	放假 1 	
1939-02	立春 雨水 	放假 19 20 21 	
1939-03	惊蛰 春分 		
1939-04	清明 谷雨 		
1939-05	立夏 小满 	放假 1 2 	
1939-06	芒种 夏至 	放假 21 	
1939-07	小暑 大暑 		
1939-08	立秋 处暑 		
1939-09	白露 秋分 	放假 27 	
1939-10	寒露 霜降 	放假 1 2 3 	
1939-11	立冬 小雪 		
1939-12	大雪 冬至 		
1940-01	小寒 大寒 	放假 1 	
1940-02	立春 雨水 	放假 8 9 10 	
1940-03	惊蛰 春分 		
1940-04	清明 谷雨 		
1940-05	立夏 小满 	放假 1 2 	
1940-06	芒种 夏至 	放假 10 	
1940-07	小暑 大暑 		
1940-08	立秋 处暑 		
1940-09	白露 秋分 	放假 16 	
1940-10	寒露 霜降 	放假 1 2 3 	
1940-11	立冬 小雪 		
1940-12	大雪 冬至 		
1941-01	小寒 大寒 	放假 1 27 28 29 	
1941-02	立春 雨水 		
1941-03	惊蛰 春分 		
1941-04	清明 谷雨 		
1941-05	立夏 小满 	放假 1 2 30 	
1941-06	芒种 夏至 		
1941-07	小暑 大暑 		
1941-08	立秋 处暑 		
1941-09	白露 秋分 		
1941-10	寒露 霜降 	放假 1 2 3 5 	
1941-11	立冬 小雪 		
1941-12	大雪 冬至 		
1942-01	小寒 大寒 	放假 1 	
1942-02	立春 雨水 	放假 15 16 17 	
1942-03	惊蛰 春分 		
1942-04	清明 谷雨 		
1942-05	立夏 小满 	放假 1 2 	
1942-06	芒种 夏至 	放假 18 	
1942-07	小暑 大暑 		
1942-08	立秋 处暑 		
1942-09	白露 秋分 	放假 24 	
1942-10	寒露 霜降 	放假 1 2 3 	
1942-11	立冬 小雪 		
1942-12	大雪 冬至 		
1943-01	小寒 大寒 	放假 1 	
1943-02	立春 雨水 	放假 5 6 7 	
1943-03	惊蛰 春分 		
1943-04	清明 谷雨 		
1943-05	立夏 小满 	放假 1 2 	
1943-06	芒种 夏至 	放假 7 	
1943-07	小暑 大暑 		
1943-08	立秋 处暑 		
1943-09	白露 秋分 	放假 14 	
1943-10	寒露 霜降 	放假 1 2 3 	
1943-11	立冬 小雪 		
1943-12	大雪 冬至 		
1944-01	小寒 大寒 	放假 1 25 26 27 	
1944-02	立春 雨水 		
1944-03	惊蛰 春分 		
1944-04	清明 谷雨 		
1944-05	立夏 小满 	放假 1 2 	
1944-06	芒种 夏至 	放假 25 	
1944-07	小暑 大暑 		
1944-08	立秋 处暑 		
1944-09	白露 秋分 		
1944-10	寒露 霜降 	放假 1 2 3 	
1944-11	立冬 小雪 		
1944-12	大雪 冬至 		
1945-01	小寒 大寒 	放假 1 	
1945-02	立春 雨水 	放假 13 14 15 	
1945-03	惊蛰 春分 		
1945-04	清明 谷雨 		
1945-05	立夏 小满 	放假 1 2 	
1945-06	芒种 夏至 	放假 14 	
1945-07	小暑 大暑 		
1945-08	立秋 处暑 		
1945-09	白露 秋分 	放假 20 	
1945-10	寒露 霜降 	放假 1 2 3 	
1945-11	立冬 小雪 		
1945-12	大雪 冬至 		
1946-01	小寒 大寒 	放假 1 	
1946-02	立春 雨水 	放假 2 3 4 	
1946-03	惊蛰 春分 		
1946-04	清明 谷雨 		
1946-05	立夏 小满 	放假 1 2 	
1946-06	芒种 夏至 	放假 4 	
1946-07	小暑 大暑 		
1946-08	立秋 处暑 		
1946-09	白露 秋分 	放假 10 	
1946-10	寒露 霜降 	放假 1 2 3 	
1946-11	立冬 小雪 		
1946-12	大雪 冬至 		
1947-01	小寒 大寒 	放假 1 22 23 24 	
1947-02	立春 雨水 		
1947-03	惊蛰 春分 		
1947-04	清明 谷雨 		
1947-05	立夏 小满 	放假 1 2 	
1947-06	芒种 夏至 	放假 23 	
1947-07	小暑 大暑 		
1947-08	立秋 处暑 		
1947-09	白露 秋分 	放假 29 	
1947-10	寒露 霜降 	放假 1 2 3 	
1947-11	立冬 小雪 		
1947-12	大雪 冬至 		
1948-01	小寒 大寒 	放假 1 	
1948-02	立春 雨水 	放假 10 11 12 	
1948-03	惊蛰 春分 		
1948-04	清明 谷雨 		
1948-05	立夏 小满 	放假 1 2 	
1948-06	芒种 夏至 	放假 11 	
1948-07	小暑 大暑 		
1948-08	立秋 处暑 		
1948-09	白露 秋分 	放假 17 	
1948-10	寒露 霜降 	放假 1 2 3 	
1948-11	立冬 小雪 		
1948-12	大雪 冬至 		
1949-01	小寒 大寒 	放假 1 29 30 31 	
1949-02	立春 雨水 		
1949-03	惊蛰 春分 		
1949-04	清明 谷雨 		
1949-05	立夏 小满 	放假 1 2 	
1949-06	芒种 夏至 	放假 1 	
1949-07	小暑 大暑 		
1949-08	立秋 处暑 		
1949-09	白露 秋分 		
1949-10	寒露 霜降 	放假 1 2 3 6 	
1949-11	立冬 小雪 		
1949-12	大雪 冬至 		
1950-01	小寒 大寒 	放假 1 	
1950-02	立春 雨水 	放假 17 18 19 	
1950-03	惊蛰 春分 		
1950-04	清明 谷雨 		
1950-05	立夏 小满 	放假 1 2 	
1950-06	芒种 夏至 	放假 19 	
1950-07	小暑 大暑 		
1950-08	立秋 处暑 		
1950-09	白露 秋分 	放假 26 	
1950-10	寒露 霜降 	放假 1 2 3 	
1950-11	立冬 小雪 		
1950-12	大雪 冬至 		
1951-01	小寒 大寒 	放假 1 	
1951-02	立春 雨水 	放假 6 7 8 	
1951-03	惊蛰 春分 		
1951-04	清明 谷雨 		
1951-05	立夏 小满 	放假 1 2 	
1951-06	芒种 夏至 	放假 9 	
1951-07	小暑 大暑 		
1951-08	立秋 处暑 		
1951-09	白露 秋分 	放假 15 	
1951-10	寒露 霜降 	放假 1 2 3 	
1951-11	立冬 小雪 		
1951-12	大雪 冬至 		
1952-01	小寒 大寒 	放假 1 27 28 29 	
1952-02	立春 雨水 		
1952-03	惊蛰 春分 		
1952-04	清明 谷雨 		
1952-05	立夏 小满 	放假 1 2 28 	
1952-06	芒种 夏至 	放假 26 	
1952-07	小暑 大暑 		
1952-08	立秋 处暑 		
1952-09	白露 秋分 		
1952-10	寒露 霜降 	放假 1 2 3 	
1952-11	立冬 小雪 		
1952-12	大雪 冬至 		
1953-01	小寒 大寒 	放假 1 	
1953-02	立春 雨水 	放假 14 15 16 	
1953-03	惊蛰 春分 		
1953-04	清明 谷雨 		
1953-05	立夏 小满 	放假 1 2 	
1953-06	芒种 夏至 	放假 15 	
1953-07	小暑 大暑 		
1953-08	立秋 处暑 		
1953-09	白露 秋分 	放假 22 	
1953-10	寒露 霜降 	放假 1 2 3 	
1953-11	立冬 小雪 		
1953-12	大雪 冬至 		
1954-01	小寒 大寒 	放假 1 	
1954-02	立春 雨水 	放假 3 4 5 	
1954-03	惊蛰 春分 		
1954-04	清明 谷雨 		
1954-05	立夏 小满 	放假 1 2 	
1954-06	芒种 夏至 	放假 5 	
1954-07	小暑 大暑 		
1954-08	立秋 处暑 		
1954-09	白露 秋分 	放假 11 	
1954-10	寒露 霜降 	放假 1 2 3 	
1954-11	立冬 小雪 		
1954-12	大雪 冬至 		
1955-01	小寒 大寒 	放假 1 24 25 26 	
1955-02	立春 雨水 		
1955-03	惊蛰 春分 		
1955-04	清明 谷雨 		
1955-05	立夏 小满 	放假 1 2 	
1955-06	芒种 夏至 	放假 24 	
1955-07	小暑 大暑 		
1955-08	立秋 处暑 		
1955-09	白露 秋分 	放假 30 	
1955-10	寒露 霜降 	放假 1 2 3 	
1955-11	立冬 小雪 		
1955-12	大雪 冬至 		
1956-01	小寒 大寒 	放假 1 	
1956-02	立春 雨水 	放假 12 13 14 	
1956-03	惊蛰 春分 		
1956-04	清明 谷雨 		
1956-05	立夏 小满 	放假 1 2 	
1956-06	芒种 夏至 	放假 13 	
1956-07	小暑 大暑 		
1956-08	立秋 处暑 		
1956-09	白露 秋分 	放假 19 	
1956-10	寒露 霜降 	放假 1 2 3 	
1956-11	立冬 小雪 		
1956-12	大雪 冬至 		
1957-01	小寒 大寒 	放假 1 31 	
1957-02	立春 雨水 	放假 1 2 	
1957-03	惊蛰 春分 		
1957-04	清明 谷雨 		
1957-05	立夏 小满 	放假 1 2 	
1957-06	芒种 夏至 	放假 2 	
1957-07	小暑 大暑 		
1957-08	立秋 处暑 		
1957-09	白露 秋分 	放假 8 	
1957-10	寒露 霜降 	放假 1 2 3 8 	
1957-11	立冬 小雪 		
1957-12	大雪 冬至 		
1958-01	小寒 大寒 	放假 1 	
1958-02	立春 雨水 	放假 18 19 20 	
1958-03	惊蛰 春分 		
1958-04	清明 谷雨 		
1958-05	立夏 小满 	放假 1 2 	
1958-06	芒种 夏至 	放假 21 	
1958-07	小暑 大暑 		
1958-08	立秋 处暑 		
1958-09	白露 秋分 	放假 27 	
1958-10	寒露 霜降 	放假 1 2 3 	
1958-11	立冬 小雪 		
1958-12	大雪 冬至 		
1959-01	小寒 大寒 	放假 1 	
1959-02	立春 雨水 	放假 8 9 10 	
1959-03	惊蛰 春分 		
1959-04	清明 谷雨 		
1959-05	立夏 小满 	放假 1 2 	
1959-06	芒种 夏至 	放假 10 	
1959-07	小暑 大暑 		
1959-08	立秋 处暑 		
1959-09	白露 秋分 	放假 17 	
1959-10	寒露 霜降 	放假 1 2 3 	
1959-11	立冬 小雪 		
1959-12	大雪 冬至 		
1960-01	小寒 大寒 	放假 1 28 29 30 	
1960-02	立春 雨水 		
1960-03	惊蛰 春分 		
1960-04	清明 谷雨 		
1960-05	立夏 小满 	放假 1 2 29 	
1960-06	芒种 夏至 		
1960-07	小暑 大暑 		
1960-08	立秋 处暑 		
1960-09	白露 秋分 		
1960-10	寒露 霜降 	放假 1 2 3 5 	
1960-11	立冬 小雪 		
1960-12	大雪 冬至 		
1961-01	小寒 大寒 	放假 1 	
1961-02	立春 雨水 	放假 15 16 17 	
1961-03	惊蛰 春分 		
1961-04	清明 谷雨 		
1961-05	立夏 小满 	放假 1 2 	
1961-06	芒种 夏至 	放假 17 	
1961-07	小暑 大暑 		
1961-08	立秋 处暑 		
1961-09	白露 秋分 	放假 24 	
1961-10	寒露 霜降 	放假 1 2 3 	
1961-11	立冬 小雪 		
1961-12	大雪 冬至 		
1962-01	小寒 大寒 	放假 1 	
1962-02	立春 雨水 	放假 5 6 7 	
1962-03	惊蛰 春分 		
1962-04	清明 谷雨 		
1962-05	立夏 小满 	放假 1 2 	
1962-06	芒种 夏至 	放假 6 	
1962-07	小暑 大暑 		
1962-08	立秋 处暑 		
1962-09	白露 秋分 	放假 13 	
1962-10	寒露 霜降 	放假 1 2 3 	
1962-11	立冬 小雪 		
